1.24123,0.0135609,0.0127584
2.47175,0.0478975,0.025705
2.47175,0.0478975,0.025705
3.65619,0.0943946,0.0437364
4.99762,0.123066,0.0544188
6.2995,0.17978,0.0645943
7.58743,0.247829,0.0672746
8.83148,0.277267,0.07477
10.2123,0.369267,0.072943
11.4805,0.459664,0.122597
12.7121,0.561404,0.113834
14.0864,0.633759,0.123072
15.4758,0.714631,0.136583
16.7938,0.802433,0.101649
18.2538,0.926467,0.145297
19.5039,0.993059,0.129648
20.824,1.0927,0.133254
22.2972,1.25693,0.125543
23.581,1.35819,0.154205
24.9968,1.51616,0.16188
26.6237,1.66378,0.163978
27.6033,1.70787,0.18558
28.9404,1.88864,0.172423
30.3926,2.02983,0.219109
31.6637,2.14568,0.248695
33.0001,2.31831,0.263317
34.161,2.39804,0.245395
35.7129,2.64539,0.278957
36.9596,2.78385,0.311599
38.1767,2.91753,0.305512
39.6063,3.159,0.323808
40.9136,3.35838,0.35343
42.2024,3.53377,0.367324
43.5573,3.72798,0.351554
44.9658,3.9703,0.37356
46.24,4.12922,0.363062
47.4203,4.35191,0.299721
48.9101,4.56732,0.364962
50.3093,4.78071,0.383701
51.6104,5.00339,0.363891
52.9428,5.2307,0.36501
54.2875,5.4639,0.377791
55.5326,5.68579,0.380808
56.8812,5.91645,0.388191
58.2456,6.16077,0.392396
59.5412,6.37512,0.41767
60.8714,6.6091,0.447946
62.193,6.79693,0.454298
63.5619,7.05349,0.474326
64.8593,7.2992,0.47727
66.3366,7.51589,0.475816
67.758,7.7565,0.484913
69.0987,7.99317,0.492338
70.5546,8.22761,0.499407
71.9111,8.46269,0.513681
73.3355,8.69923,0.538421
74.7802,8.94504,0.54761
76.2454,9.20156,0.556505
77.5388,9.40586,0.588406
78.9618,9.68229,0.653416
80.3563,9.9024,0.686064
81.8002,10.1205,0.710624
83.1949,10.3571,0.661563
84.6497,10.5542,0.623952
86.0453,10.7664,0.625846
87.4091,10.9664,0.643795
88.8527,11.1988,0.694794
90.2554,11.4335,0.705953
