0.383677,-0.0334189,-0.00624306
0.706595,0.0190828,0.00102182
1.05979,0.0660846,-0.00383372
1.39317,0.0904561,-0.013728
1.6803,0.14063,-0.0124761
2.05499,0.160347,-0.0231327
2.30901,0.210259,-0.029217
2.58107,0.286304,-0.0344182
2.91533,0.355833,-0.0400612
3.22507,0.405797,-0.0605329
3.56105,0.458004,-0.0688702
3.9766,0.495112,-0.0831548
4.17411,0.593214,-0.0707381
4.43603,0.681771,-0.0809768
4.73474,0.748037,-0.0939625
5.02226,0.81756,-0.0868989
5.31988,0.902937,-0.085098
5.63017,0.991435,-0.0732037
5.95132,1.07556,-0.0556446
6.35642,1.1557,-0.11592
6.61897,1.23648,-0.113891
6.89568,1.32415,-0.125575
7.22029,1.44056,-0.113627
7.52287,1.55398,-0.138285
7.80668,1.68103,-0.141429
8.14893,1.80502,-0.12337
8.42981,1.94006,-0.124932
8.72581,2.03667,-0.16515
8.97308,2.089,-0.247703
9.18773,2.17192,-0.298924
9.55607,2.33914,-0.244662
9.79766,2.46055,-0.233483
9.94397,2.54111,-0.271653
10.2452,2.68741,-0.321056
10.5751,2.84283,-0.367314
10.8762,3.01342,-0.370174
11.2084,3.20415,-0.377263
11.5397,3.38444,-0.370125
11.8747,3.58607,-0.36082
12.2111,3.78664,-0.383411
12.5902,3.99312,-0.423431
12.8813,4.17509,-0.454396
13.2195,4.43942,-0.390288
13.5816,4.68517,-0.345958
13.9359,4.95843,-0.370534
14.2851,5.23342,-0.401056
14.6502,5.48527,-0.423463
14.9813,5.76948,-0.438896
15.296,6.05721,-0.437296
15.6328,6.34875,-0.430651
15.9713,6.66845,-0.432336
16.2611,6.98619,-0.427074
16.6142,7.28858,-0.425838
16.935,7.60552,-0.407459
17.2624,7.92917,-0.410562
17.5909,8.22611,-0.407752
17.8839,8.55484,-0.407193
18.1393,8.87215,-0.416096
18.4196,9.20475,-0.416977
18.7092,9.52789,-0.402385
18.9617,9.81913,-0.399226
19.2186,10.1251,-0.422832
19.4977,10.4492,-0.413793
19.7458,10.7304,-0.425626
20.1032,11.1979,-0.416655
20.2817,11.3551,-0.404235
20.5517,11.6719,-0.384903
20.8216,11.9783,-0.371426
21.1059,12.3298,-0.379586
21.3758,12.597,-0.370484
21.6507,12.9034,-0.347528
21.9435,13.2036,-0.334454
22.259,13.4972,-0.325013
22.557,13.8026,-0.310853
22.8763,14.0677,-0.299973
23.1839,14.3142,-0.27208
23.4853,14.5932,-0.237893
23.82,14.8382,-0.214469
24.1508,15.0564,-0.235666
24.4621,15.29,-0.241596
24.8144,15.5105,-0.218148
25.1724,15.7127,-0.213767
25.5164,15.9352,-0.232585
25.909,16.1298,-0.247237
26.2602,16.2792,-0.261952
26.6343,16.4824,-0.254564
27.0242,16.6447,-0.234684
27.445,16.8145,-0.228072
27.8386,16.9819,-0.243282
28.2503,17.112,-0.257195
28.6583,17.2305,-0.247476
29.102,17.3938,-0.239438
29.5427,17.5044,-0.241288
30.0054,17.6152,-0.237663
30.4557,17.7465,-0.230399
30.9377,17.85,-0.22196
31.4057,17.9263,-0.218692
31.9206,17.995,-0.222948
32.4403,18.0849,-0.234432
32.8968,18.114,-0.234826
33.4082,18.1705,-0.235781
33.9142,18.186,-0.236971
34.4298,18.1973,-0.242805
34.9654,18.2103,-0.251128
35.5143,18.1909,-0.256874
36.064,18.1589,-0.265819
36.6312,18.1377,-0.274332
37.2022,18.082,-0.285405
37.7693,18.0012,-0.288246
38.3503,17.9102,-0.295712
38.9423,17.8356,-0.301734
39.5175,17.7159,-0.306662
40.1182,17.6285,-0.313632
40.6857,17.4906,-0.315146
41.2461,17.3384,-0.323595
41.8488,17.1589,-0.338814
42.3969,17.0538,-0.351616
42.9873,16.8532,-0.342786
43.5708,16.6467,-0.334303
44.1148,16.5006,-0.339316
44.6172,16.3369,-0.341842
45.1842,16.1091,-0.339867
45.7778,15.8705,-0.327003
46.3099,15.632,-0.303093
46.846,15.3773,-0.27269
