0.0512656,0.0156006,-0.00138906
0.0550695,0.0440973,-0.00609679
1.59462,-0.0168127,-0.0447451
1.53668,-0.00177729,-0.00680466
1.59771,0.00418019,-0.0221785
2.27206,-0.0388203,-0.0148446
1.86055,-0.0751144,0.00355173
1.4754,-0.0979469,-0.00346002
1.06941,-0.180118,0.0139647
2.72625,-1.36986,0.0562182
3.35109,-2.00814,0.0766039
5.30888,-3.24818,0.0645161
5.03275,-3.65672,0.121055
5.11827,-4.19497,0.166037
5.99243,-5.1263,0.202325
6.46952,-5.87852,0.250411
7.04589,-6.72273,0.289956
7.64316,-7.61505,0.332357
8.30686,-8.4865,0.371741
8.84217,-9.42246,0.445992
9.40752,-10.3092,0.526441
10.4344,-11.847,0.550041
11.4277,-13.2448,0.525183
12.2004,-14.5573,0.477666
11.991,-14.6378,0.52115
12.1884,-13.6887,0.496655
12.8891,-14.9714,0.503738
13.4371,-16.2472,0.529732
13.9791,-17.4473,0.521734
14.4498,-18.8146,0.495551
14.058,-19.2959,0.523853
15.1831,-21.508,0.534817
15.7723,-23.0529,0.582486
16.1871,-24.5354,0.606587
16.5681,-25.816,0.661162
16.6827,-26.4303,0.703714
17.2836,-29.0112,0.8444
16.9477,-27.3735,0.755278
16.9326,-27.6654,0.786076
16.4626,-27.2441,0.852741
17.1012,-28.605,0.787335
17.2564,-29.9426,0.868142
17.2834,-30.8797,0.978486
14.9722,-27.7031,1.26909
17.4832,-33.1914,1.07495
17.7334,-34.7485,1.11997
18.4449,-37.1249,1.0972
18.5162,-38.3457,1.11288
19.0584,-40.4779,1.06809
19.179,-41.9168,1.10273
19.4007,-43.5237,1.09891
19.3336,-44.7269,1.16605
19.5454,-46.2803,1.13089
19.5355,-46.6874,1.11102
19.5967,-48.8145,1.16038
19.734,-50.3256,1.17699
19.8542,-51.8257,1.13483
19.9395,-51.7151,1.15736
20.0588,-52.7527,1.08495
20.1539,-54.0971,1.03487
20.3207,-54.9322,0.972595
20.45,-56.1303,0.955745
20.5542,-57.2891,0.976205
20.7025,-58.3467,1.02255
20.9228,-59.9649,1.09798
21.195,-61.5402,1.14429
21.442,-63.1704,1.08097
